Job,Company,Location,Date,Link
supervisor de mantenimiento minería junin,san martin contratistas generales,"tarma, junin",2022-01-04,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-mineria-junin-san-martin-contratistas-generales-1114891911.html
practicante administrativo regiones cusco,izipay,"cusco, cuzco",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-administrativo-regiones-cusco-izipay-1114891811.html
practicante inteligencia y gestión comercial,pacífico seguros,"san isidro, lima",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-inteligencia-y-gestion-comercial-pacifico-seguros-1114891808.html
practicante de contabilidad empresa del sector inmobiliario,madrid ingenieros,"lima, lima",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-empresa-del-sector-inmobiliario-madrid-ingenieros-1114891793.html
practicante de contabilidad,pacific holding,"san miguel, lima",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-pacific-holding-1114891701.html
practicante de reclutamiento y selección,confidencial,"arequipa, arequipa",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-de-reclutamiento-y-seleccion-1114745865.html
practicante profesional de producción chancay,grupo santa elena s.a.,"chancay, lima",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-profesional-de-produccion-chancay-grupo-santa-elena-s.a.-1114891603.html
practicante de ventas comercial,cbc perú,"ate., lima",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-de-ventas-comercial-cbc-peru-1114891584.html
asistente ambiental de monitoreo,confidencial,"peru, lima",2022-01-04,https://www.bumeran.com.pe/empleos/asistente-ambiental-de-monitoreo-1114891527.html
practicante de servicio técnico,msa del peru sac,"ate., lima",2022-01-04,https://www.bumeran.com.pe/empleos/practicante-de-servicio-tecnico-msa-del-peru-sac-1114885720.html
asesor comercial sctr,confidencial,"san isidro, lima",2022-01-04,https://www.bumeran.com.pe/empleos/asesor-comercial-sctr-1114885101.html
asesor comercial en seguridad y salud en el trabajo,grupoarcis,"jesús maría, lima",2022-01-04,https://www.bumeran.com.pe/empleos/asesor-comercial-en-seguridad-y-salud-en-el-trabajo-grupoarcis-1114884991.html
asistente de compras,maprial sac,"lima, lima",2022-01-04,https://www.bumeran.com.pe/empleos/asistente-de-compras-maprial-sac-1114884644.html
practicante profesional de seguridad y salud en el trabajo,activos mineros s.a.c.,"san juan de miraflores, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-seguridad-y-salud-en-el-trabajo-activos-mineros-s.a.c.-1114890971.html
practicante de bienestar social,dinet,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-bienestar-social-dinet-1114890967.html
practicante de control de gestión,caja arequipa,"arequipa, arequipa",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-control-de-gestion-caja-arequipa-1114890851.html
practicante de ti,centrum pucp,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-ti-centrum-pucp-1114336365.html
representante de servicio al cliente cajero practicante lurin,compartamos financiera s.a.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/representante-de-servicio-al-cliente-cajero-practicante-lurin-compartamos-financiera-s.a.-1114890796.html
practicante profesional de remuneraciones,tawa,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-remuneraciones-tawa-1114890777.html
asistente de trade marketing,confidencial,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/asistente-de-trade-marketing-1114890714.html
ingeniero de terreno,anddes asociados s.a.c.,"chosica, lima",2022-01-03,https://www.bumeran.com.pe/empleos/ingeniero-de-terreno-anddes-asociados-s.a.c.-1114890680.html
ingeniero de software practicante java,novatronic s.a.c.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/ingeniero-de-software-practicante-java-novatronic-s.a.c.-1114890636.html
supervisor de capacitaciones con experiencia en call center con ingl,webhelp perú,lima,2022-01-03,https://www.bumeran.com.pe/empleos/supervisor-de-capacitaciones-con-experiencia-en-call-center-con-ingles-avanzado-webhelp-peru-1114890630.html
ejecutivo de cuentas por convenio,adecco peru s.a.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/ejecutivo-de-cuentas-por-convenio-adecco-peru-s.a.-1114890623.html
auxiliar de almacén,virtus headhunter,"villa el salvador, lima",2022-01-03,https://www.bumeran.com.pe/empleos/auxiliar-de-almacen-virtus-headhunter-1114890613.html
practicante ssoma,confidencial,"lurín, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-ssoma-1114890608.html
practicante profesional de operaciones callao,grupo tli,"peru, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-operaciones-callao-grupo-tli-1114890603.html
practicante profesional de consultoría sap,grupo seidor,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-consultoria-sap-grupo-seidor-1114890561.html
practicante profesional de trade marketing ica,bitel,"ica, ica",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-trade-marketing-ica-bitel-1114890558.html
practicante profesional de procesos y calidad,sanna,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-procesos-y-calidad-sanna-1114730116.html
business analyst jr,swiss capitals group,"miraflores, lima",2022-01-03,https://www.bumeran.com.pe/empleos/business-analyst-jr-swiss-capitals-group-1114890422.html
asistente de inocuidad y soma,lucha partners sac,perú,2022-01-03,https://www.bumeran.com.pe/empleos/asistente-de-inocuidad-y-soma-lucha-partners-sac-1114890375.html
practicante profesional de centro de control,luz del sur s.a.a.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-centro-de-control-luz-del-sur-s.a.a.-1114890360.html
practicante pre profesional de mantenimiento,qroma,perú,2022-01-03,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-mantenimiento-qroma-1114890291.html
practicante de gestión ambiental planta callao,tasa,"callao, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-gestion-ambiental-planta-callao-tasa-1114890238.html
practicante de market data,bolsa de valores de lima s.a.a,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-market-data-bolsa-de-valores-de-lima-s.a.a-1114890169.html
practicante de emisores,bolsa de valores de lima s.a.a,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-emisores-bolsa-de-valores-de-lima-s.a.a-1114890165.html
practicante de riesgo de mercado,pacífico seguros,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-riesgo-de-mercado-pacifico-seguros-1114890132.html
practicante profesional de recursos humanos san juan de lurigancho,confidencial,"san juan de lurigancho, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-recursos-humanos--san-juan-de-lurigancho-1114890105.html
practicante pre profesional de sst,confidencial,"callao, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-sst-1114890090.html
responsable de gestión administración del personal,confidencial,"trujillo, la libertad",2022-01-03,https://www.bumeran.com.pe/empleos/responsable-de-gestion-administracion-del-personal-1114890055.html
practicante de legal,perufarma s.a.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-legal-perufarma-s.a.-1114889923.html
asistente de mantenimiento tpm ngr,servicios compartidos de restaurantes s.a.c.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/asistente-de-mantenimiento-tpm-ngr-servicios-compartidos-de-restaurantes-s.a.c.-1114889749.html
practicante profesional de contabilidad,sokso catálogos,perú,2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-contabilidad-sokso-catalogos-1114791804.html
practicante de excelencia operacional,hipermercados tottus,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-excelencia-operacional-hipermercados-tottus-1114889556.html
practicante profesional administrativo del área de marketing,manpower perú,"callao, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-administrativo-del-area-de-marketing-manpower-peru-1114889520.html
practicante de producto ti,novatronic s.a.c.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-producto-ti-novatronic-s.a.c.-1114889469.html
practicante de capacitación y gestión del desarrollo,novatronic s.a.c.,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-capacitacion-y-gestion-del-desarrollo-novatronic-s.a.c.-1114889445.html
practicante de control y gestión de proyectos ti,novatronic s.a.c.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-control-y-gestion-de-proyectos-ti-novatronic-s.a.c.-1114889373.html
analista de créditos tres marías,mibanco,"surco, lima",2022-01-03,https://www.bumeran.com.pe/empleos/analista-de-creditos-tres-marias-mibanco-1114889321.html
analista de créditos san luis,mibanco,"distrito de san luis, lima",2022-01-03,https://www.bumeran.com.pe/empleos/analista-de-creditos-san-luis-mibanco-1114889315.html
analista de créditos cocharcas,mibanco,"villa el salvador, lima",2022-01-03,https://www.bumeran.com.pe/empleos/analista-de-creditos-cocharcas-mibanco-1114889310.html
analista de créditos chilca sur,mibanco,"chilca, lima",2022-01-03,https://www.bumeran.com.pe/empleos/analista-de-creditos-chilca-sur-mibanco-1114889304.html
practicante de arquitectura de seguridad ti,pacífico seguros,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-arquitectura-de-seguridad-ti-pacifico-seguros-1114889289.html
practicante profesional de tesorería,siglo bpo,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tesoreria-siglo-bpo-1114883822.html
supervisor de calidad,confidencial,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/supervisora-de-calidad-1114889203.html
asistente de laboratorio,confidencial,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/asistente-de-laboratorio-1114835414.html
practicante profesional de mecánica de fluidos,bisa ingeniería de proyectos,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-mecanica-de-fluidos-bisa-ingenieria-de-proyectos-1114889149.html
auditor interno,acceso,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/auditor-interno-acceso-1114889041.html
operador contact center,acceso,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/operador-contact-center-acceso-1114883805.html
practicante pre profesional de contabilidad,confidencial,"callao, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-contabilidad-1114889007.html
practicante profesional de administración de personal piura,caja municipal de ahorro y credito de piura s.a.c.,"piura, piura",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-de-personal-piura-caja-municipal-de-ahorro-y-credito-de-piura-s.a.c.-1114888890.html
rpa developer,zoluxiones sac,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/rpa-developer-zoluxiones-sac-1114888767.html
practicante de gestión del talento humano,novatronic s.a.c.,"san isidro, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-gestion-del-talento-humano-novatronic-s.a.c.-1114888692.html
practicante profesional mantenimiento eléctrico,fenix power peru s.a.,"chilca, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-mantenimiento-electrico-fenix-power-peru-s.a.-1114888633.html
practicante administracion y marketing,renzo calderon,"la molina, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-administracion-y-marketing-renzo-calderon-1114831310.html
practicante profesional de nutrición en animales zootecnia,grupo santa elena s.a.,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-nutricion-en-animales-zootecnia-grupo-santa-elena-s.a.-1114888562.html
administrador para tienda retail market la victoria,524 consulting,"chosica, lima",2022-01-03,https://www.bumeran.com.pe/empleos/administrador-para-tienda-retail-market-la-victoria-524-consulting-1114888514.html
auxiliar planta uht proyectos,laive s.a,"lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/auxiliar-planta-uht-proyectos-laive-s.a-1114888508.html
arquitecto cloud azure,tivit perú,"magdalena, lima",2022-01-03,https://www.bumeran.com.pe/empleos/arquitecto-cloud-azure-tivit-peru-1114888505.html
practicante de planeamiento largo plazo,compañia minera antamina,"huari, ancash",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-planeamiento-largo-plazo-compania-minera-antamina-1114888460.html
arquitecto de software,ebiz s.a.c.,"cercado de lima, lima",2022-01-03,https://www.bumeran.com.pe/empleos/arquitecto-de-software-ebiz-s.a.c.-1114888451.html
asistente contable trabajo presencial,e&s desarrollo humano,"chorrillos, lima",2022-01-03,https://www.bumeran.com.pe/empleos/asistente-contable-trabajo-presencial-es-desarrollo-humano-1114888396.html
practicante de administración y finanzas ate temporal,weir minerals,"ate., lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-administracion-y-finanzas--ate-temporal-weir-minerals-1114888374.html
practicante preprofesional de proyectos,confidencial,"miraflores, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-proyectos-1114602483.html
practicante pre profesional de producción e infraestructura,confidencial,"miraflores, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-produccion-e-infraestructura-1114856441.html
auditor de control de calidad lurín,opp film,"lurín, lima",2022-01-03,https://www.bumeran.com.pe/empleos/auditor-de-control-de-calidad-lurin-opp-film-1114888332.html
practicante profesional de arquitectura retail,confidencial,"miraflores, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-profesional-de-arquitectura-retail-1114888302.html
químico farmaceutico regente,uniderma peru e.i.r.l.,perú,2022-01-03,https://www.bumeran.com.pe/empleos/quimico-farmaceutico-regente-uniderma-peru-e.i.r.l.-1114888152.html
practicante de it,adecco peru s.a.,"callao, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-it-adecco-peru-s.a.-1114887963.html
practicante de capacitación y desarrollo,adecco peru s.a.,"callao, lima",2022-01-03,https://www.bumeran.com.pe/empleos/practicante-de-capacitacion-y-desarrollo-adecco-peru-s.a.-1114887940.html
jefe de gestión de cumplimiento,pacífico seguros,"san isidro, lima",2022-01-02,https://www.bumeran.com.pe/empleos/jefe-de-gestion-de-cumplimiento-pacifico-seguros-1114887810.html
subgerente de prevención de delitos financieros,pacífico seguros,"san isidro, lima",2022-01-02,https://www.bumeran.com.pe/empleos/subgerente-de-prevencion-de-delitos-financieros-pacifico-seguros-1114887808.html
practicante pro de operaciones centro de distribuciónlurín,dinet,"lima, lima",2022-01-02,https://www.bumeran.com.pe/empleos/practicante-pro-de-operaciones-centro-de-distribucion_lurin-dinet-1114887792.html
practicante profesional de costos logísticos ves,dinet,"lima, lima",2022-01-02,https://www.bumeran.com.pe/empleos/practicante-profesional-de-costos-logisticos-ves-dinet-1114887789.html
asesor comercial sctr,pacífico seguros,"san isidro, lima",2022-01-02,https://www.bumeran.com.pe/empleos/asesor-comercial-sctr-pacifico-seguros-1114887765.html
practicante profesional de mantenimiento mecánico mina,volcan compañia minera s.a.a.,"huayllay, pasco",2022-01-01,https://www.bumeran.com.pe/empleos/practicante-profesional-de-mantenimiento-mecanico-mina-volcan-compania-minera-s.a.a.-1114887511.html
"contador, analista y asistente contable, tributario, practicante",confidencial,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/contador-analista-y-asistente-contable-tributario-practicante-1114703379.html
practicante en negocios internacionales 2 vacantes,inka superfood sac,"pueblo libre, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-en-negocios-internacionales-2-vacantes-inka-superfood-sac-1114887418.html
responsable de operaciones con experiencia en el área de reclamos ru,webhelp perú,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/responsable-de-operaciones-con-experiencia-en-el-area-de-reclamos-rubro-de-call-center-webhelp-peru-1114887409.html
practicante profesional de sistemas tecnología de la información,caja metropolitana de lima,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-profesional-de-sistemas-tecnologia-de-la-informacion-caja-metropolitana-de-lima-1114887399.html
practicante preprofesional de sistemas tecnología de la información,caja metropolitana de lima,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-sistemas-tecnologia-de-la-informacion-caja-metropolitana-de-lima-1114887397.html
practicante de derecho legal y cumplimiento,confidencial,"miraflores, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-de-derecho-legal-y-cumplimiento-1114883925.html
supervisor de tienda,sarcletti,"breña, lima",2021-12-31,https://www.bumeran.com.pe/empleos/supervisor-de-tienda-sarcletti-1114887150.html
almacenero volante pardos chicken horario de apertura de lunes a sá,pardos chicken,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/almacenero-volante-pardos-chicken-horario-de-apertura-de-lunes-a-sabado-pardos-chicken-1114866719.html
almacenero pardos chicken apertura mall del sur san juan de miraflo,pardos chicken,"san juan de miraflores, lima",2021-12-31,https://www.bumeran.com.pe/empleos/almacenero-pardos-chicken-apertura-mall-del-sur-san-juan-de-miraflores-pardos-chicken-1114866700.html
técnico mecánico nivel 1 subterráneo,confidencial,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/tecnico-mecanico-nivel-1-subterraneo-1114887099.html
técnico mecánico nivel 1 tajo abierto,confidencial,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/tecnico-mecanico-nivel-1-tajo-abierto-1114887079.html
practicante promotor de negocios agencia cajamarca,caja municipal de ahorro y credito maynas s.a.,"cajamarca, cajamarca",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-promotor-de-negocios-agencia-cajamarca-caja-municipal-de-ahorro-y-credito-maynas-s.a.-1114887037.html
practicante promotor de negocios agencia yurimaguas,caja municipal de ahorro y credito maynas s.a.,"yurimaguas, loreto",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-promotor-de-negocios-agencia-yurimaguas-caja-municipal-de-ahorro-y-credito-maynas-s.a.-1114887034.html
practicante promotor de negocios agencia moyobamba,caja municipal de ahorro y credito maynas s.a.,"moyobamba, san martín",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-promotor-de-negocios-agencia-moyobamba-caja-municipal-de-ahorro-y-credito-maynas-s.a.-1114887026.html
practicante promotor de negocios agencia tarapoto,caja municipal de ahorro y credito maynas s.a.,"tarapoto, san martín",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-promotor-de-negocios-agencia-tarapoto-caja-municipal-de-ahorro-y-credito-maynas-s.a.-1114887005.html
rrvv repuestos y servicios op cerro verde,ferreyros,"arequipa, arequipa",2021-12-31,https://www.bumeran.com.pe/empleos/rrvv-repuestos-y-servicios-op-cerro-verde-ferreyros-1114886938.html
practicante de operaciones y marketing,jorge castro,"miraflores, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-de-operaciones-y-marketing-jorge-castro-1114864037.html
asistente de investigación,jhohan oviedo,"cusco, cuzco",2021-12-31,https://www.bumeran.com.pe/empleos/asistente-de-investigacion-jhohan-oviedo-1114882851.html
practicante prepro de sistemas e infraestructura,compartamos financiera s.a.,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-pre-pro-de-sistemas-e-infraestructura-compartamos-financiera-s.a.-1114886893.html
practicante derecho,yameli segura moreno,perú,2021-12-31,https://www.bumeran.com.pe/empleos/practicante-derecho-yameli-segura-moreno-1114882774.html
practicante profesional de operaciones,talma servicios aeroportuarios,"callao, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-profesional-de-operaciones-talma-servicios-aeroportuarios-1114850514.html
practicante en contabilidad,fiorella cajahuanca,"san martín de porres - lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-en-contabilidad-fiorella-cajahuanca-1114882449.html
practicante de diseño gráfico,cruzeiro ec academy perú,"lima, lima",2021-12-31,https://www.bumeran.com.pe/empleos/practicante-de-diseno-grafico-cruzeiro-ec-academy-peru-1114881821.html
practicante profesional de mantenimiento,minsur s.a.,"tacna, tacna",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-de-mantenimiento-minsur-s.a.-1114886364.html
practicante planeamiento de facturación y cobranzas sector telecomun,experis,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-planeamiento-de-facturacion-y-cobranzas-sector-telecomunicaciones-experis-1114886307.html
practicante ssoma profesional callao,grupo tli,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-ssoma-profesional-callao-grupo-tli-1114886300.html
practicante en operaciones de transporte callao,grupo tli,"peru, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-en-operaciones-de-transporte-callao-grupo-tli-1114886296.html
programa de practicas profesionales cmgp pisco,confidencial,"lurín, lima",2021-12-30,https://www.bumeran.com.pe/empleos/programa-de-practicas-profesionales-cmgp-pisco-1114886293.html
practicante pre profesional de ssma,mandomedio,"santiago de surco, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-ssma-mandomedio-1114886287.html
practicante de planeamiento y control de la producción lurín,opp film,"lurín, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-de-planeamiento-y-control-de-la-produccion-lurin-opp-film-1114886284.html
practicante pre profesional de bienestar social,confidencial,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-bienestar-social-1114886276.html
asistente de producción construcción arquitectura en chiclayo,grupo flesan,"chiclayo, lambayeque",2021-12-30,https://www.bumeran.com.pe/empleos/asistente-de-produccion-construccion-arquitectura-en-chiclayo-grupo-flesan-1114886272.html
analista de control de costos,grupo seidor,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/analista-de-control-de-costos-grupo-seidor-1114886270.html
gerenta o gerente de tienda huancayo,sodimac peru sa,"huancayo, junin",2021-12-30,https://www.bumeran.com.pe/empleos/gerenta-o-gerente-de-tienda-huancayo-sodimac-peru-sa-1114837218.html
practicante profesional de operaciones,transportes cruz del sur s.a.c.,"santa anita, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-de-operaciones-transportes-cruz-del-sur-s.a.c.-1114886237.html
practicante de marketing,farmacia universal,"miraflores, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-de-marketing-farmacia-universal-1114886231.html
practicante profesional de marketing,sistemas analiticos srl,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-sistemas-analiticos-srl-1114886224.html
analista de gestión de consumo ii,adecco peru s.a.,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/analista-de-gestion-de-consumo-ii-adecco-peru-s.a.-1114886221.html
practicante comercial,pacífico seguros,"san isidro, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-comercial-pacifico-seguros-1114886197.html
practicante de técnico de aire acondicionado programa traine 2022,sodexo peru,"san isidro, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-de-tecnico-de-aire-acondicionado-programa-traine-2022-sodexo-peru-1114886163.html
técnico del centro de simulación clínica,universidad privada norbert wiener,"jesús maría, lima",2021-12-30,https://www.bumeran.com.pe/empleos/tecnico-del-centro-de-simulacion-clinica-universidad-privada-norbert-wiener-1114886095.html
practicante pre profesional de ccsd temporal,nestlé perú s.a,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-ccsd-temporal-nestle-peru-s.a-1114886087.html
instructor técnico kia,skberge peru s.a.c,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/instructor-tecnico-kia-skberge-peru-s.a.c-1114886071.html
supervisor de despacho chiclayo,nicoll,"chiclayo, lambayeque",2021-12-30,https://www.bumeran.com.pe/empleos/supervisora-de-despacho-chiclayo-nicoll-1114886055.html
se solicita practicante pre profesional de diseño gráfico sincon expe,karla coquis,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/se-solicita-practicante-pre-profesional-de-diseno-grafico-sin-con-experiencia-karla-coquis-1114881358.html
docentes tiempo parcial medicina humana,universidad cientifica del sur s.a.c.,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/docentes-tiempo-parcial-medicina-humana-universidad-cientifica-del-sur-s.a.c.-1114886017.html
practicante profesional comercial,cl selection sac,"san isidro, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-comercial-cl-selection-sac-1114885968.html
geólogo senior de modelamiento de recursos minerales,volcan compañia minera s.a.a.,"huayllay, pasco",2021-12-30,https://www.bumeran.com.pe/empleos/geologo-senior-de-modelamiento-de-recursos-minerales-volcan-compania-minera-s.a.a.-1114885963.html
practicante de estrategia y análisis de soluciones de pago,tawa,"san isidro, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-de-estrategia-y-analisis-de-soluciones-de-pago-tawa-1114885943.html
practicante profesional de administración,confidencial,"santa anita, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-1114885858.html
jefe de mesa de servicios ti,optical networks,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/jefe-de-mesa-de-servicios-ti-optical-networks-1114885841.html
practicante profesional de reclutamiento selección inglés avanzado,teleperformance peru s.a.c.,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-de-reclutamiento-seleccion-ingles-avanzado-teleperformance-peru-s.a.c.-1114885837.html
secretaria administrativa voluntariado o prácticas,maria lumbre,"cercado de lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/secretaria-administrativa-voluntariado-o-practicas-maria-lumbre-1114880922.html
se solicita practicante de derecho,walter mendoza,"cercado de lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/se-solicita-practicante-de-derecho-walter-mendoza-1114880701.html
practicante community manager,lourdes salvador,"san isidro, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-community-manager-lourdes-salvador-1114880621.html
arquitecto de software,ebiz s.a.c.,"cercado de lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/arquitecto-de-software-ebiz-s.a.c.-1114885498.html
programa de practicas profesionales cmgp ayacucho,confidencial,"lurín, lima",2021-12-30,https://www.bumeran.com.pe/empleos/programa-de-practicas-profesionales-cmgp-ayacucho-1114885481.html
practicante preprofesional de diseño gráfico comunicación interna,mandomedio perú,"santiago de surco, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-diseno-grafico-comunicacion-interna-mandomedio-peru-1114885458.html
tecnico electricista,compañía minera condestable,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/tecnico-electricista-compania-minera-condestable-1114727334.html
practicante profesional de planeamiento de equipos,terramove sac,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-profesional-de-planeamiento-de-equipos-terramove-sac-1114885365.html
practicante contable,gramza ingenieria y construccion,"sullana, piura",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-contable-gramza-ingenieria-y-construccion-1114880322.html
practicante administrativo,arnold pedro martinez silva,"piura, piura",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-administrativo-arnold-pedro-martinez-silva-1114880264.html
controlador de calidad e inventarios área textil,novica,"miraflores, lima",2021-12-30,https://www.bumeran.com.pe/empleos/controlador-a-de-calidad-e-inventarios--area-textil-novica-1114885279.html
practicante de medio ambiente planta callao,tasa,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-de-medio-ambiente-planta-callao-tasa-1114885233.html
practicante de derecho,mamani abogados y contadores,"cercado de lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/practicante-de-derecho-mamani-abogados-y-contadores-1114885210.html
scrum master,inetum peru,"lima, lima",2021-12-30,https://www.bumeran.com.pe/empleos/scrum-master-inetum-peru-1114885195.html
analista de control de calidad,pacífico seguros,"san isidro, lima",2021-12-30,https://www.bumeran.com.pe/empleos/analista-de-control-de-calidad-pacifico-seguros-1114885191.html
